undefined"id","empresa","dados"
11,"          TAMOYO -EXP.RODOVI�RIO LTDA.   Av. Presidente Wilson, 3435 S�o Paulo - SP - Ipiranga  - CEP:04220-000   Telefones: (11) 2273-8411 - 3799-8611 -   Fax: 2273-8932   CNPJ/CPF: 78.747.136/0002-38 Inscr. Est.: 112.408.669.114   tamoyo@transtamoyo.com.br www.transtamoyo.com.br      ","""id","empresa","dados"
12,"          ALFA -TRANSP.ESPEC.LTDA.   Av. Recife, 536 Guarulhos - SP - Pimentas  - CEP:07215-030   Telefones: (11) 2595-0880 -   Fax: 2595-0880   CNPJ/CPF: 82.110.818/0003-93 Inscr. Est.: 336.829.364.119   alfa@alfatransportes.com.br www.alfatransportes.com.br      ","""id","empresa","dados"
13,"          ALIAN�A -TRANSPORTE E LOG�STICA   Rua Jorge Nunes Kehdi, 197-A S�o Paulo - SP - Vl. Anast�cio  - CEP:05092-050   Telefones: (11) 2177-4700 - 3835-7455 -   Fax: 2177-4700   CNPJ/CPF: 03.701.440/0001-64 Inscr. Est.: 115.926.838.118   alianca@aliancalog.com.br www.aliancalog.com.br      ","""id","empresa","dados"
14,"          AMAZON -TRANSPORTES LTDA.   Rua Nilton Coelho de Andrade, 210 S�o Paulo - SP - Vila Maria  - CEP:02167-010   Telefones: (11) 2795-2200 -   Fax: 2955-9009   CNPJ/CPF: 01.661.770/0003-00 Inscr. Est.: 114.868.870.111   ronaldo.silvino@transamazon.com.br www.transamazon.com.br      ","""id","empresa","dados"
15,"          AMENT -TRANSPORTES E LOG�STICA LTDA.   Rua Pasteur, 139 S�o Paulo - SP - Canind�  - CEP:03033-010   Telefones: (11) 0800-554292 -   Fax: (19)3565-8400   CNPJ/CPF: 16.385.003/0001-20 Inscr. Est.: 536.054.601.117   sergio@transament.com.br www.transament.com.br      ","""id","empresa","dados"
16,"          BERTINI-ITAPIRENSE   Rua Carm�polis de Minas, 887 S�o Paulo - SP - Vila Maria  - CEP:02116-010   Telefones: (11) 3936-8055 - 3936-8782 -   Fax: 3935-4285 - (19)3913-9355   CNPJ/CPF: 57.634.677/0002-80 Inscr. Est.: 114.916.095.114   transtib@transtib.com.br www.transtib.com.br      ","""id","empresa","dados"
17,"          BOSS -EXPRESS   Av. Nadir Dias de Figueiredo, 910 S�o Paulo - SP - Vila Maria  - CEP:02110-000   Telefones: (11) 2955-6667 -   Fax: 2955-6667   CNPJ/CPF: 04.537.201/0002-64 Inscr. Est.: 116.180.802.111   bossexpress.sp@terra.com.br www.bossexpress.com.br      ","""id","empresa","dados"
18,"          CADORE -TRANSPORTES COM.LTDA.   T.C.Fern�o Dias, Q 07 B.08 S�o Paulo - SP - Vila Sabrina  - CEP:02162-050   Telefones: (11) 2209-9090 -   Fax: 2209-9099   CNPJ/CPF: 90.394.107/0003-16 Inscr. Est.: 110.210.834.115   saopaulo@cadore.com.br www.cadore.com.br      ","""id","empresa","dados"
19,"          CALED�NIA -EXPRESSO LTDA.   Rua Ambrosino Leite Pedroso, 133 Sorocaba - SP - Jd. Copaiba  - CEP:18103-323   Telefones: (15) 3225-4900 -   Fax: 3225-4900   CNPJ/CPF: 55.784.177/0002-07 Inscr. Est.: 669.336.262.114   expcaled@terra.com.br www.expressocaledonia.com.br      ","""id","empresa","dados"
20,"          CAMPINAS RODOVI�RIO (A.W.A.)   Rua Jo�o Pacheco, 17 S�o Paulo - SP - Ponte Pequena  - CEP:01107-030   Telefones: (11) 3329-4199 -   Fax: 3329-4199   CNPJ/CPF: 66.812.736/0002-53 Inscr. Est.: 116.039.301.113   awa@rodoviariocampinas.com.br www.rodoviariocampinas.com.br      ","""id","empresa","dados"
21,"          CASTELO -TRANSPORTE LTDA.   Rua Amazonas da Silva, 528 S�o Paulo - SP - V. Guilherme  - CEP:02051-001   Telefones: (11) 2901-3269 - (19) 3893-2323 -   Fax: 2901-3269 - (19) 3893-2323   CNPJ/CPF: 48.840.243/0001-64 Inscr. Est.: 519.006.259.117   transporcastelo@uol.com.br www.transportecastelo.com.br      ","""id","empresa","dados"
22,"          DUDA -EXPRESSO RODOVI�RIO LTDA.   Rua Maestro Angelo Lamari, 333 Serra Negra - SP - Bairro das Palmeiras  - CEP:13930-000   Telefones: (19) 3892-2183 -   Fax: 3892-2477   CNPJ/CPF: 60.432.390/0001-09 Inscr. Est.: 662.004.185.116   transduda@dglnet.com.br       ","""id","empresa","dados"
23,"          EFITRANS -TRANSPORTES LTDA.   Rua L�dice, 22 - Armazem 11 S�o Paulo - SP - Pq.N.Mundo  - CEP:02174-010   Telefones: (11) 2954-4487 - 2117-4400 - (41) 3071-4747 -   Fax: 2955-6126   CNPJ/CPF: 00.650.831/0002-90 Inscr. Est.: 114.575.873.116   comercialsp@efitrans.com.br www.efitrans.com.br        transporta:      ","""id","empresa","dados"
24,"          ESTELINA -TRANSPORTES   Rua Marin�polis, 398 Guarulhos - SP - Jd. Pres. Dutra  - CEP:07172-100   Telefones: (11) 2466-7196 - 2467-4002 - 2279-5515 - 2279-5554   CNPJ/CPF: 20.708.666/0001-06 Inscr. Est.: 796.242.958.114   comercial@transporteconfianca.com.br       ","""id","empresa","dados"
25,"          ESTRELA -LOG�STICA E TRANSPORTES   Rua Alm. Vivaldo Cheola, 271 Santos - SP - Chico de Paula  - CEP:11085-450   Telefones: (13) 3298-8000 -   CNPJ/CPF: 51.641.405/0001-40 Inscr. Est.: 633.191.255.116   estrela@estrelalogtrans.com.br www.estrelalogtrans.com.br        transporta:      ","""id","empresa","dados"
26,"          ET -TRANSPORTES LTDA.   Av. Conde Zeppelin, 3356 G.02 Sorocaba - SP - Eden  - CEP:18103-008   Telefones: (15) 3227-8300 -   Fax: 3225-3571   CNPJ/CPF: 79.607.685/0001-99 Inscr. Est.: 669.326.601.118   sac@ettransportes.com.br www.ettransportes.com.br      ","""id","empresa","dados"
27,"          ET -TRANSPORTES LTDA.   Rua Henrique Felipe da Costa, 753 S�o Paulo - SP - Vila Guilherme  - CEP:02054-050   Telefones: (11) 2905-3566 - 2905-3612 -   CNPJ/CPF: 79.607.685/0002-70 Inscr. Est.: 115.234.731.114   coletassp@ettransportes.com.br www.ettransportes.com.br      ","""id","empresa","dados"
28,"          FAVORITA -TRANSPORTES LTDA.   Av. Prof. Vernon Krieble, 450 Itapevi - SP - Itaqui  - CEP:06696-070   Telefones: (11) 3393-2100 -   Fax: 3393-2100   CNPJ/CPF: 01.743.404/0001-38 Inscr. Est.: 114.888.988.115   umberto@favorita.com.br www.favorita.com.br      ","""id","empresa","dados"
29,"          FRANCA EXPRESS -TRANSPORTES   Rua Dr. Miguel Paulo Capalbo, 76/82 S�o Paulo - SP - Pari  - CEP:03035-040   Telefones: (11) 2695-1110 - 2692-4832 -   Fax: 2695-1110   CNPJ/CPF: 02.597.900/0002-74 Inscr. Est.: 310.250.100.113   francaexpress@francaexpress.com.br       ","""id","empresa","dados"
30,"          FRANCANO -TRANSP.LOGIST.LTDA.   Rua Cachoeira, 1756 S�o Paulo - SP - Canind�  - CEP:03024-000   Telefones: (11) 2692-9900 - 2291-2079 - (16)3724-4998 -   Fax: 2692-9900   CNPJ/CPF: 10.671.921/0001-30 Inscr. Est.: 310.455.731.111   cotacao@francanolog.com.br www.francanolog.com.br      ","""id","empresa","dados"
31,"          GAMPER -TRANSPORTADORA LTDA.   Av. Rio Bonito, 2345 S�o Paulo - SP - Socorro  - CEP:04776-003   Telefones: (11) 5667-6895 - 5668-9800 - 5669-0203 -   Fax: 5667-6895 - 5668-9800 - 5669-0203   CNPJ/CPF: 77.778.892/0006-95 Inscr. Est.: 114.994.306.119   gerencia.spo@transgamper.com.br www.transgamper.com.br      ","""id","empresa","dados"
32,"          TRAGA -TR. GARCIA S. CARLOS LTDA.   Av. Justino de Maio, 84 Guarulhos - SP - Cumbica  - CEP:07222-000   Telefones: (11) 2412-0999 - PABX -   Fax: 2412-0999 - Ramal 202   CNPJ/CPF: 67.921.023/0001-00 Inscr. Est.: 336.757.131.114   cotacao@traga.com.br www.traga.com.br      ","""id","empresa","dados"
33,"          TRANSBOM -TRANSPORTES LTDA.   Rod. Tiet�-Cerquilho - Km 04 Tiet� - SP - Centro  - CEP:18530-000   Telefones: (15) 3282-9999 -   Fax: 3282-9999   CNPJ/CPF: 53.766.556/0001-50 Inscr. Est.: 692.010.893.119   transbom@transbom.com.br www.transbom.com.br      ","""id","empresa","dados"
34,"          TRANSCARGA S.CARLOS -TR.LTDA.   Rua Sarah Velardo Veloso, 400 S�o Paulo - SP - Vila Guilherme  - CEP:02064-000   Telefones: (11) 2218-8090 -   CNPJ/CPF: 61.060.794/0002-54 Inscr. Est.: 113.178.870.112   ttsp@terra.com.br www.transportadoratranscarga.com.br        transporta:      ","""id","empresa","dados"
35,"          TRANSFERRARI -TR.LOG�STICA   Estr. Benedito Ces�rio Oliveira, 100 Tabo�o da Serra - SP - Vila Iasi  - CEP:06767-280   Telefones: (11) 4137-6335 -   Fax: 4139-9716   CNPJ/CPF: 04.601.873/0001-00 Inscr. Est.: 116.236.073.113   transferrari@transferrari.com.br www.transferrari.com.br        transporta:       ","""id","empresa","dados"
36,"          TRANSGRECO -TRANSPORTADORA   Rua Barra do Tibagi, 116 S�o Paulo - SP - Bom Retiro  - CEP:01128-000   Telefones: (11) 3331-0038 -   Fax: 3331-0038   CNPJ/CPF: 57.703.571/0001-00 Inscr. Est.: 111.732.160.113   bauru@transgreco.com.br www.transgreco.com.br      ","""id","empresa","dados"
37,"          TRANSHIZZA -TR.CARG.ENC.LTDA.   Rua Antonio Fonseca, 520 S�o Paulo - SP - Vila Maria  - CEP:02112-010   Telefones: (11) 2967-2131 - (18) 2101-5500 -   Fax: 2967-1377   CNPJ/CPF: 01.039.925/0002-90 Inscr. Est.: 114.575.980.115   hizza@transhizza.com.br www.transhizza.com.br      ","""id","empresa","dados"
38,"          TRANSHIZZA -TR.CARG.ENC.LTDA.   Rua Cap. Alberto Mendes Junior, 1301 Presidente Prudente - SP - Jd. Bongiovani  - CEP:19050-280   Telefones: (18) 2101-5500 -   Fax: 2101-5500   CNPJ/CPF: 01.039.925/0001-09 Inscr. Est.: 562.146.467.118   hizza@transhizza.com.br www.transhizza.com.br      ","""id","empresa","dados"
39,"          TRANSITA -TRANSPORTES LTDA.   Rua Samarit�, 1000 S�o Paulo - SP - Bairro do Lim�o  - CEP:02518-080   Telefones: (11) 3952-2222 PBX -   Fax: 3858-2747   CNPJ/CPF: 61.737.391/0001-16 Inscr. Est.: 107.728.065.110   transita@transita.com.br www.transita.com.br      ","""id","empresa","dados"
40,"          TRANSITO BRASIL -TRANSPORTES   Rua Eduardo Froner, 814 Guarulhos - SP - Pq.Na��es  - CEP:07243-590   Telefones: (11) 2138-7731 - 2138-7701 -   CNPJ/CPF: 92.528.538/0004-34 Inscr. Est.: 796.105.278.117   saopaulo@transitobrasil.net www.transitobrasil.net      ","""id","empresa","dados"
41,"          TRANSPALLET -TR.LOG�STICA LTDA.   Rua Braz Cubas, 09 - 6� andar - s/9-A Santos - SP - Centro  - CEP:11013-161   Telefones: (13) 3223-4529 -   Fax: 3223-4563   CNPJ/CPF: 38.856.126/0001-35 Inscr. Est.: 336.303.150.118   antonio@transpallet.com.br www.transpallet.com.br      ","""id","empresa","dados"
42,"          1001 CARGAS   Rua Sd. Romeu Coco, 04 S�o Paulo - SP - P.N.Mundo  - CEP:02186-090   Telefones: (11) 3571-5322 -   CNPJ/CPF: 19.502.452/0001-08 Inscr. Est.: 143.135.804.112   comercial3@1001cargas.com.br www.1001cargas.com.br        transporta:      ","""id","empresa","dados"
43,"          2001 -TRANSPORTADORA   Estr. do Cap�o Bonito, 420 Guarulhos - SP - Jd. Maria de Lourdes  - CEP:07263-010   Telefones: (11) 2243-2001 - 2500-8455 -   CNPJ/CPF: 01.784.706/0002-35 Inscr. Est.: 796.349.121.114   rose@trans2001.com.br www.trans2001.com.br      ","""id","empresa","dados"
44,"          3A -LOG�STICA E TRANSPORTES   Rua Vicente Leporace, 58 Diadema - SP - Tabo�o  - CEP:09940-360   Telefones: (11) 2375-3437 - 2375-3440 -   CNPJ/CPF: 21.390.563/0001-03 Inscr. Est.: 635.791.427.118   fernando@3alt.com.br www.3alt.com.br      ","""id","empresa","dados"
45,"          4 �GUIAS -TRANSPORTES   Av. Paquist�o, 422 Guarulhos - SP - Cumbica  - CEP:07240-130   Telefones: (11) 4218-1765 -   CNPJ/CPF: 12.087.849/0002-04 Inscr. Est.: 336.022.762.113   quatroaguias@hotmail.com www.quatroaguias.com.br      ","""id","empresa","dados"
46,"          ABC -LOG�STICA   Rua Galileu Gaia, 576 S�o Paulo - SP - Jd. Andarai  - CEP:02167-070   Telefones: (11) 2967-0357 - 2635-1368 -   CNPJ/CPF: 24.203.637/0001-43 Inscr. Est.: 140.530.855.112   comercial@1doabclog.com.br www.1doabclog.com.br      ","""id","empresa","dados"
47,"          ABCDEXCARGO -TRANSPORTES      Rua Pe. Ger�nimo Cardim, 282 S�o Bernardo do Campo - SP - Assump��o  - CEP:09810-070   Telefones: (11) 2988-1362 -   CNPJ/CPF: 02.201.827/0001-99 Inscr. Est.: 635.604.440.117   fernando.cardoso@abcdex.com.br www.abcdexcargo.com.br        transporta:      ","""id","empresa","dados"
48,"          ABV BRASIL -CARGAS   Rua Miguel Menten, 270 S�o Paulo - SP - V. Guilherme  - CEP:02050-010   Telefones: (11) 3582-1071 -   CNPJ/CPF: 17.816.526/0001-47 Inscr. Est.: 142.223.861.118   abvbrasil@abvbrasilcargas.com.br www.abvbrasilcargas.com.br      ","""id","empresa","dados"
49,"          A��O -TRANSPORTES   Rua Samurais, 519 S�o Paulo - SP - Vl. Maria Alta  - CEP:02130-080   Telefones: (11) 2767-5497 -   CNPJ/CPF: 23.690.240/0001-6 Inscr. Est.: 140.260.928.112   comercial@transportesacao.com.br www.acaotransportadora.com.br      ","""id","empresa","dados"
50,"          ACE -TRANSPORTES      Rua Sd. Benedito Patricio, 280 S�o Paulo - SP - P.N.Mundo  - CEP:02176-040   Telefones: (11) 2631-3629 - 2631-3618 -   CNPJ/CPF: 08.332.976/0001-73 Inscr. Est.: 149.488.657.110   paula.nascimento@acetransportes.com.br www.acetransportes.com.br      ","""id","empresa","dados"
51,"          ACE -TRANSPORTES      Rua Viseu, 305 S�o Jos� dos Campos - SP - Chac.Reunidas  - CEP:12238-550   Telefones: (12) 3322-0093 - 3322-0094 -   CNPJ/CPF: 08.332.976/0003-35 Inscr. Est.: 645.624.870.119   comercial.sjk@acetransportes.com.br www.acetransportes.com.br      ","""id","empresa","dados"
52,"          ACESSO LOG   Rua Miguel Menten, 270 S�o Paulo - SP - Vila Guilherme  - CEP:02050-010   Telefones: (11) 2218-1510 -   CNPJ/CPF: 21.288.656/0001-21 Inscr. Est.: 145.988.421.111   contato@acessolog.com.br www.acessolog.com.br      ","""id","empresa","dados"
53,"          A�O TRANS -TRANSPORTES LTDA.   Av. Serra Branca, 318 Guarulhos - SP - Cumbica  - CEP:07224-050   Telefones: (11) 2413-6588 -   Fax: 2413-6588   CNPJ/CPF: 10.461.843/0001-49 Inscr. Est.: 336.864.337.113   carolina@acotransportes.com.br www.acotransportes.com.br      ","""id","empresa","dados"
54,"          ADELAIDE -TRANSPORTES LTDA.   Av. Lindomar Gomes de Oliveira, 670 Guarulhos - SP - Cumbica  - CEP:07232-150   Telefones: (11) 2413-1345 - 2482-1832 -   CNPJ/CPF: 22.823.827/0004-80 Inscr. Est.: 336.405.500.115   adelaidetr@hotmail.com       ","""id","empresa","dados"
55,"          AGIEX -TRANSPORTES E LOG�STICA      Av. Monteiro Lobato, 4550 Guarulhos - SP - Cumbica  - CEP:07180-000   Telefones: (11) 2303-9322 - 2303-9383 - 4215-4697 -   CNPJ/CPF: 24.502.933/0001-45 Inscr. Est.: 796.445.575.116   comercial@agiextransportes.com.br www.agiextransportes.com.br      ","""id","empresa","dados"
56,"          ALBERIS -TRANSPORTES      Rua Jos� Francisco Ceccon, 134 Indaiatuba - SP - Pq. das Na��es  - CEP:13346-020   Telefones: (19) 3936-4475 - 3328-1000 - 98233-4001 - 99684-1596 -   CNPJ/CPF: 07.616.227/0001-05 Inscr. Est.: 353.226.576.110   contato@alberistransportes.com.br www.alberistransportes.com.br      ","""id","empresa","dados"
57,"          ALBON -TRANSPORTES   Av. Manuel Ant�nio Gon�alves, 364 s/04 S�o Paulo - SP - Jd. Guan��  - CEP:02152-000   Telefones: (11) 2949-4473 - 2983-1432 - Nextel: 7812-3252 - ID*25*7466   CNPJ/CPF: 21.052.490/0001-40 Inscr. Est.: 143.934.479.110   comercial@albontransportes.com.br www.albontransportes.com.br      ","""id","empresa","dados"
58,"          ALFA -CARGAS   Rua Sd. Almir Bernardino, 131 S�o Paulo - SP - P.N.Mundo  - CEP:02187-070   Telefones: (11) 2240-3667 - 2308-2682 -   CNPJ/CPF: 16.961.414/0001-17 Inscr. Est.: 796.034.938.114   comercial@alfacargas.com.br www.alfacargas.com.br      ","""id","empresa","dados"
59,"          ALFERES -LOG�STICA E TRANSPORTES   Rua dos Ge�grafos, 150 Guarulhos - SP - Tabo�o  - CEP:07140-250   Telefones: (11) 3384-9110 - 3384-9104 -   CNPJ/CPF: 20.982.445/0001-21 Inscr. Est.: 143.896.424.117   comercial@alfereslog.com.br www.alfereslog.com.br      ","""id","empresa","dados"
60,"          ALIAN�A MR -TRANSPORTES      Rua Anatole France, 194 S�o Paulo - SP - Moinho Velho  - CEP:04283-050   Telefones: (11) 2779-2198 -   CNPJ/CPF: 22.121.600/0001-40 Inscr. Est.: 144.412.314.110   comercial@aliancamr.com.br www.aliancamr.com.br      ","""id","empresa","dados"
61,"          ALIAN�A -TRANSPORTES RODOVI�RIOS   Rua Sd. Ant�nio Aparecido, 27 S�o Paulo - SP - P.N.Mundo  - CEP:02187-020   Telefones: (11) 3582-2749 - 3582-2745 -   CNPJ/CPF: 23.279.853/0001-00 Inscr. Est.: 795.640.922.110   comercial@1alianca.com.br       ","""id","empresa","dados"
62,"          AM�O -TRANSPORTES   Rua Sd. Romeu Coco, 04 S�o Paulo - SP - P.N.Mundo  - CEP:02186-090   Telefones: (11) 4324-2933- 2501-5233 - Cel.:(11)95142-5797   CNPJ/CPF: 23.746.644/0001-29 Inscr. Est.: 140.288.664.115   comercial@1maotransportes.com.br www.1maotransportes.com.br      ","""id","empresa","dados"
63,"          AMAVITCARGO -TRANSPORTE      Rua Itacava, 238-B S�o Bernardo do Campo - SP - Jardim Petroni  - CEP:09761-060   Telefones: (11) 4121-9057 -   CNPJ/CPF: 14.415.817/0001-35 Inscr. Est.: 635.411.935.110   comercial@amavitcargo.com.br www.amavitcargo.com.br      ","""id","empresa","dados"
64,"          ANTARES -CARGAS      Rua Afonso Claudio, 130 Galp�o Itaquaquecetuba - SP - Scaffidi  - CEP:08587-840   Telefones: (11) 3370-1105 - (11) 95001-7143 - 95143-4451 -   CNPJ/CPF: 15.029.307/0001-92 Inscr. Est.: 379.096.554.116   atendimento@antarescargas.com.br www.antarescargas.com.br      ","""id","empresa","dados"
65,"          APS -CARGO      Rua Benito Meana, 100 - Box: 31 S�o Paulo - SP - Jd. Julieta  - CEP:02161-170   Telefones: (11) 2939-8399 - 2951-2018 -   CNPJ/CPF: 05.780.875/0001-77 Inscr. Est.: 147.122.822.114   karina.dalefe@apscargo.com.br www.apscargo.com.br      ","""id","empresa","dados"
66,"          �QUILA -LOG�STICA   Av. Papa Jo�o Paulo I, 4353 Guarulhos - SP - Jd.Pres.Dutra  - CEP:07183-495   Telefones: (11) 2279-5850 - 4970-5850 - 4969-2941 -   CNPJ/CPF: 14.938.900/0001-99 Inscr. Est.: 336.958.466.115   priscila@aquilalogistica.com.br www.aquilalogistica.com.br      ","""id","empresa","dados"
67,"          ASA EXPRESS -TRANSPORTES LTDA.      Rua Chebl Masud, 210 S�o Paulo - SP - �gua Funda  - CEP:04156-050   Telefones: (11) 5073-1972 - 5067-1972 -   Fax: Ramal 204   CNPJ/CPF: 60.291.275/0006-68 Inscr. Est.: 112.422.972.166   comercialsp@asaexpress.com.br www.asaexpress.com.br        transporta:        ","""id","empresa","dados"
68,"          ASA EXPRESS -TRANSPORTES LTDA.      Pra�a da Rep�blica, 87 - 10� andar - cj.102 Santos - SP - Centro  - CEP:11013-910   Telefones: (13) 3295-3154 -   CNPJ/CPF: 60.291.275/0001-53 Inscr. Est.: 633.357.250.113   comercialsts@asaexpress.com.br www.asaexpress.com.br        transporta:        ","""id","empresa","dados"
69,"          ASA EXPRESS -TRANSPORTES LTDA.      Rod. H�lio Smidt, s/n� - T.Cargas 2� andar - s/2.12 Guarulhos - SP - Cumbica  - CEP:07141-970   Telefones: (11) 2445-6054 -   CNPJ/CPF: 60.291.275/0005-87 Inscr. Est.: 336.426.260.117   comercialgru@asaexpress.com.br www.asaexpress.com.br        transporta:        ","""id","empresa","dados"
70,"          ASA EXPRESS -TRANSPORTES LTDA.      Rod. Santos Dumont - Km 66 - s/n� - s/131 Campinas - SP - Jardim Itatinga  - CEP:13052-901   Telefones: (19) 3725-5804 -   CNPJ/CPF: 60.291.275/0007-49 Inscr. Est.: 795.018.896.110   comercialvcp@asaexpress.com.br www.asaexpress.com.br        transporta:        ","""id","empresa","dados"
71,"          ATA -TRANSPORTES   Av. Brig. M�rio Perdig�o, 460 Guarulhos - SP - Cumbica  - CEP:07180-260   Telefones: (11) 2466-5933 - 2466-5674 - (11)97973-9028   CNPJ/CPF: 24.312.492/0001-19 Inscr. Est.: 796.436.432.110   andreia@atatransportes.com.br www.atatransportes.com.br      ","""id","empresa","dados"
72,"          CAZAN -TRANSPORTES   Rua Arari Leite, 789 S�o Paulo - SP - Vila Maria  - CEP:02123-050   Telefones: (11) 2631-5063 - 2631-5033 - 2631-5822 -   CNPJ/CPF: 07.797.011/0001-93 Inscr. Est.: 143.673.319.115   comercial@cazantransportes.com.br www.cazantransportes.com.br      ","""id","empresa","dados"
73,"          CEMALE -TRANSPORTES      Rua Francisco Fanganiello, 339/353 S�o Paulo - SP - P.N.Mundo  - CEP:02181-160   Telefones: (11) 2925-6515 - 2925-6520 - Comercial: 4152-6566   CNPJ/CPF: 04.608.612/0001-12 Inscr. Est.: 146.813.770.111   sidney@cemale.com.br www.cemale.com.br      ","""id","empresa","dados"
74,"          CERTEX -EXPRESS   Rua Momba�a, 110 Guarulhos - SP - Cumbica  - CEP:07230-400   Telefones: (11) 2446-0216 -   CNPJ/CPF: 19.336.926/0001-80 Inscr. Est.: 796.168.819.119   contato@certexexpress.com.br www.certexexpress.com.br      ","""id","empresa","dados"
75,"          CESAR DINIZ -CARGO   Rua Alex�nia, 377 Guarulhos - SP - Cumbica  - CEP:07232-010   Telefones: (11) 2229-6484 - 2482-2376 -   CNPJ/CPF: 01.010.442/0003-43 Inscr. Est.: 796.075.555.116   comercial@cesardiniz.com.br www.cesardiniz.com.br        transporta:       ","""id","empresa","dados"
76,"          CLASSE -TRANSPORTES      Rua Miguel Menten, 270 S�o Paulo - SP - V.Guilherme  - CEP:02050-010   Telefones: (11) 4508-6418 -   CNPJ/CPF: 23.974.430/0001-00 Inscr. Est.: 140.423.180.113   primeiraclasse@primeiraclasselog.com.br www.primeiraclasselog.com.br      ","""id","empresa","dados"
77,"          CONFIAN�A -EXPRESS   Rua Am�rico Garibaldi, 101 S�o Paulo - SP - Cangaiba  - CEP:03712-060   Telefones: (11) 2681-5587 - 4305-5587 - - Nextel 94706-6888   CNPJ/CPF: 20.925.810/0001-66 Inscr. Est.: 143.865.885.111   cotacao.confiancaexpress@gmail.com www.confiancaexpress.com.br        transporta:      ","""id","empresa","dados"
78,"          CONTINENTE CARGAS      Av. Edu Chaves, 385-A S�o Paulo - SP - Pq.Edu Chaves  - CEP:02229-000   Telefones: (11) 3729-7633 -   CNPJ/CPF: 24.688.950/0001-19 Inscr. Est.: 140.778.476.110   comercial@continentecargas.com.br www.continentecargas.com.br      ","""id","empresa","dados"
